Date,Value
1912-08-31,8.89
1912-07-31,7.12
1912-06-30,7.72
1912-05-31,13.55
1912-04-30,16.82
1912-03-31,14.46
1912-02-29,7.01
1912-01-31,11.33
1911-12-31,8.99
1911-11-30,14.89
1911-10-31,11.01
1911-09-30,16.78
1911-08-31,14.99
1911-07-31,5.39
1911-06-30,10.37
1911-05-31,10.62
1911-04-30,5.0
1911-03-31,6.89
1911-02-28,10.1
1911-01-31,10.31
1910-12-31,10.07
1910-11-30,10.75
1910-10-31,13.37
1910-09-30,7.69
1910-08-31,10.47
1910-07-31,14.39
1910-06-30,16.46
1910-05-31,11.89
1910-04-30,13.99
1910-03-31,14.49
1910-02-28,14.99
1910-01-31,22.53
1909-12-31,16.09
1909-11-30,15.65
1909-10-31,20.45
1909-09-30,19.2
1909-08-31,23.21
1909-07-31,12.35
1909-06-30,19.21
1909-05-31,15.39
1909-04-30,17.7
1909-03-31,12.35
1909-02-28,10.98
1909-01-31,15.23
1908-12-31,19.76
1908-11-30,22.38
1908-10-31,12.47
1908-09-30,15.15
1908-08-31,15.03
1908-07-31,11.28
1908-06-30,8.12
1908-05-31,17.83
1908-04-30,9.64
1908-03-31,12.73
1908-02-29,7.71
1908-01-31,13.13
1907-12-31,9.82
1907-11-30,7.89
1907-10-31,13.63
1907-09-30,9.14
1907-08-31,12.3
1907-07-31,10.94
1907-06-30,8.19
1907-05-31,12.9
1907-04-30,14.97
1907-03-31,26.07
1907-02-28,12.87
1907-01-31,18.16
1906-12-31,16.8
1906-11-30,17.22
1906-10-31,17.71
1906-09-30,21.38
1906-08-31,26.39
1906-07-31,12.51
1906-06-30,15.64
1906-05-31,16.54
1906-04-30,17.92
1906-03-31,13.68
1906-02-28,15.95
1906-01-31,29.99
1905-12-31,20.79
1905-11-30,20.1
1905-10-31,13.81
1905-09-30,13.78
1905-08-31,17.25
1905-07-31,11.44
1905-06-30,9.95
1905-05-31,16.71
1905-04-30,22.63
1905-03-31,23.8
1905-02-28,22.34
1905-01-31,17.91
1904-12-31,21.72
1904-11-30,26.58
1904-10-31,28.72
1904-09-30,16.64
1904-08-31,9.78
1904-07-31,10.74
1904-06-30,4.17
1904-05-31,4.32
1904-04-30,7.32
1904-03-31,10.09
1904-02-29,7.29
1904-01-31,10.21
1903-12-31,12.51
1903-11-30,9.32
1903-10-31,10.51
1903-09-30,9.47
1903-08-31,12.9
1903-07-31,13.16
1903-06-30,13.52
1903-05-31,10.61
1903-04-30,10.41
1903-03-31,12.39
1903-02-28,8.73
1903-01-31,14.19
1902-12-31,13.83
1902-11-30,15.1
1902-10-31,14.45
1902-09-30,19.25
1902-08-31,13.12
1902-07-31,14.71
1902-06-30,6.78
1902-05-31,11.79
1902-04-30,22.4
1902-03-31,9.27
1902-02-28,10.36
1902-01-31,11.86
1901-12-31,12.29
1901-11-30,15.32
1901-10-31,10.96
1901-09-30,11.12
1901-08-31,9.14
1901-07-31,14.35
1901-06-30,16.78
1901-05-31,31.12
1901-04-30,34.9
1901-03-31,21.94
1901-02-28,17.85
1901-01-31,26.04
1900-12-31,19.13
1900-11-30,17.29
1900-10-31,8.04
1900-09-30,3.8
1900-08-31,2.72
1900-07-31,4.38
1900-06-30,5.55
1900-05-31,6.61
1900-04-30,10.56
1900-03-31,10.11
1900-02-28,7.02
1900-01-31,5.86
